"Date","Open","High","Low","Close"
"03 Feb 2021","12468.05","12899.80","12445.60","12706.65"
"02 Feb 2021","12228.30","12416.30","12125.35","12361.55"
"01 Feb 2021","-","-","-","12103.55"
"29 Jan 2021","12467.85","12482.55","12101.45","12170.25"
"28 Jan 2021","12331.75","12513.40","12213.60","12395.95"
"27 Jan 2021","12764.50","12764.50","12403.80","12495.90"
"25 Jan 2021","12604.60","12867.85","12390.55","12756.75"
"22 Jan 2021","12670.00","12700.50","12468.75","12542.10"
"21 Jan 2021","12967.10","12967.10","12655.55","12697.15"
"20 Jan 2021","12919.00","12992.90","12862.40","12881.20"
"19 Jan 2021","12714.95","12914.50","12699.20","12866.05"
"18 Jan 2021","13000.80","13013.45","12592.80","12653.50"
"15 Jan 2021","13262.05","13268.55","12946.80","13014.25"
"14 Jan 2021","13140.40","13278.60","13020.30","13232.55"
"13 Jan 2021","13285.95","13304.75","12994.25","13122.55"
"12 Jan 2021","13445.65","13476.80","13220.05","13244.70"
"11 Jan 2021","13315.45","13423.80","13222.80","13412.35"
"08 Jan 2021","13141.00","13298.15","13104.05","13271.55"
"07 Jan 2021","13168.45","13200.25","13010.35","13060.75"
"06 Jan 2021","13181.00","13205.65","12965.65","13118.10"
"05 Jan 2021","13148.05","13247.05","13073.00","13166.35"
"04 Jan 2021","13085.30","13186.55","13028.20","13149.80"
"01 Jan 2021","12933.10","13045.55","12875.55","13001.95"
"31 Dec 2020","12829.75","12986.45","12797.95","12915.90"
"30 Dec 2020","12898.60","12898.60","12753.85","12823.90"
"29 Dec 2020","12932.30","13006.20","12802.85","12843.90"
"28 Dec 2020","12989.40","12995.20","12842.55","12874.35"
"24 Dec 2020","12815.90","12943.20","12694.55","12908.95"
"23 Dec 2020","12558.05","12781.55","12481.35","12753.25"
"22 Dec 2020","12328.55","12592.45","12020.70","12550.95"
"21 Dec 2020","12752.00","12869.70","11949.60","12278.15"
"18 Dec 2020","12632.60","12796.95","12559.40","12762.35"
"17 Dec 2020","12585.00","12731.45","12561.25","12602.40"
"16 Dec 2020","12492.90","12578.40","12437.85","12547.50"
"15 Dec 2020","12498.35","12556.35","12400.70","12432.60"
"14 Dec 2020","12399.75","12506.90","12395.55","12459.90"
"11 Dec 2020","12460.00","12493.45","12277.50","12366.00"
"10 Dec 2020","12453.10","12551.40","12338.10","12440.60"
"09 Dec 2020","12463.55","12568.95","12408.05","12443.90"
"08 Dec 2020","12588.80","12621.60","12327.55","12407.30"
"07 Dec 2020","12376.45","12636.90","12314.80","12555.95"
"04 Dec 2020","12248.55","12393.55","12131.90","12353.60"
"03 Dec 2020","12151.55","12232.10","12083.10","12206.95"
"02 Dec 2020","12073.35","12137.65","11986.55","12088.60"
"01 Dec 2020","12021.00","12085.95","11875.60","12045.15"
"27 Nov 2020","11840.40","11976.10","11792.35","11839.15"
"26 Nov 2020","11665.15","11834.95","11604.65","11801.25"
"25 Nov 2020","11977.75","12012.45","11600.75","11635.20"
"24 Nov 2020","11808.90","11912.35","11680.00","11880.80"
"23 Nov 2020","11569.70","11835.65","11525.40","11737.20"
"20 Nov 2020","11600.85","11670.10","11454.80","11526.75"
"19 Nov 2020","11581.55","11741.35","11539.55","11566.60"
"18 Nov 2020","11688.50","11708.15","11523.25","11612.95"
"17 Nov 2020","11816.60","11837.30","11633.05","11690.80"
"14 Nov 2020","11795.25","11804.95","11754.15","11772.45"
"13 Nov 2020","11640.50","11744.75","11619.85","11726.45"
"12 Nov 2020","11548.70","11788.10","11494.55","11600.80"
"11 Nov 2020","11274.05","11601.70","11224.40","11570.35"
"10 Nov 2020","11670.25","11673.70","11136.65","11168.90"
"09 Nov 2020","11803.55","11809.55","11567.55","11674.35"
"06 Nov 2020","11735.50","11753.45","11596.70","11623.35"
"05 Nov 2020","11677.40","11721.85","11595.70","11704.95"
"04 Nov 2020","11456.75","11681.00","11430.65","11608.65"
"03 Nov 2020","11214.60","11400.85","11204.05","11361.00"
"02 Nov 2020","11256.25","11281.60","11096.25","11175.30"
"30 Oct 2020","11267.65","11301.95","11135.15","11243.75"
"29 Oct 2020","11284.10","11394.75","11174.10","11226.00"
"28 Oct 2020","11531.70","11625.95","11295.45","11325.10"
"27 Oct 2020","11350.55","11539.05","11284.70","11511.50"
"26 Oct 2020","11564.50","11578.75","11263.80","11334.20"
"23 Oct 2020","11573.15","11681.25","11473.45","11503.05"
"22 Oct 2020","11645.85","11645.85","11316.35","11545.30"
"21 Oct 2020","11696.30","11712.55","11444.35","11645.70"
"20 Oct 2020","11626.55","11746.20","11551.30","11644.40"
"19 Oct 2020","11911.65","11923.95","11592.95","11616.65"
"16 Oct 2020","11637.45","11854.70","11596.80","11814.10"
"15 Oct 2020","11891.85","11932.3","11571.05","11637.90"
"14 Oct 2020","11956.55","12011.45","11740.90","11857.25"
"13 Oct 2020","12149.65","12331.05","11892.50","11937.10"
"12 Oct 2020","12067.90","12184.00","11987.05","12154.55"
"09 Oct 2020","12230.15","12343.70","12017.95","12043.95"
"08 Oct 2020","11968.80","12255.70","11910.90","12209.20"
"07 Oct 2020","12009.05","12119.40","11880.25","11915.00"
"06 Oct 2020","12084.80","12161.10","11979.05","12009.45"
"05 Oct 2020","11881.25","12073.40","11748.95","12024.00"
"01 Oct 2020","11869.10","11893.20","11710.10","11822.90"
"30 Sep 2020","11745.00","12015.70","11691.50","11772.85"
"29 Sep 2020","11857.00","11874.10","11680.90","11709.50"
"28 Sep 2020","11724.75","11842.35","11528.25","11796.60"
"25 Sep 2020","11513.05","11666.00","11383.35","11595.90"
"24 Sep 2020","11581.10","11717.45","11268.90","11334.60"
"23 Sep 2020","12032.45","12052.40","11608.00","11685.90"
"22 Sep 2020","11889.10","11952.10","11540.40","11876.85"
"21 Sep 2020","12341.75","12496.70","11724.00","11799.55"
"18 Sep 2020","11958.20","12528.85","11926.65","12320.90"
"17 Sep 2020","11701.00","11785.05","11647.60","11735.95"
"16 Sep 2020","11506.75","11727.70","11436.30","11688.55"
"15 Sep 2020","11269.55","11604.35","11263.15","11450.50"
"14 Sep 2020","11361.45","11376.55","11186.50","11233.30"
"11 Sep 2020","11308.30","11375.90","11240.30","11313.30"
"10 Sep 2020","11366.05","11402.45","11233.80","11303.40"
"09 Sep 2020","11038.60","11343.45","11006.80","11304.10"
"08 Sep 2020","11302.55","11367.20","11058.60","11093.20"
"07 Sep 2020","11343.10","11415.75","11150.75","11269.85"
"04 Sep 2020","11397.30","11616.80","11220.30","11281.45"
"03 Sep 2020","11453.35","11567.15","11365.15","11511.85"
"02 Sep 2020","11370.75","11467.95","11259.80","11404.25"
"01 Sep 2020","11103.65","11401.50","11052.40","11339.50"
"31 Aug 2020","11675.70","11710.15","11005.90","11079.80"
"28 Aug 2020","11658.75","11697.15","11572.70","11622.90"
"27 Aug 2020","11516.40","11640.85","11509.15","11588.05"
"26 Aug 2020","11532.55","11536.15","11444.50","11484.55"
"25 Aug 2020","11649.75","11674.55","11485.15","11500.00"
"24 Aug 2020","11681.95","11696.45","11508.30","11572.25"
"21 Aug 2020","11659.75","11733.95","11594.05","11614.90"
"20 Aug 2020","11520.85","11650.75","11503.05","11540.90"
"19 Aug 2020","11647.70","11704.85","11510.35","11537.90"
"18 Aug 2020","11620.75","11694.2","11537.4","11581.70"
"17 Aug 2020","11731.50","11751.00","11547.55","11595.35"
"14 Aug 2020","11529.40","11800.65","11465.70","11640.40"
"13 Aug 2020","11621.50","11718.90","11456.50","11477.95"
"12 Aug 2020","11766.40","11766.40","11536.75","11590.25"
"11 Aug 2020","12021.85","12045.30","11712.40","11772.25"
"10 Aug 2020","11583.60","12027.95","11582.45","11941.40"
"07 Aug 2020","11410.15","11468.00","11283.60","11333.00"
"06 Aug 2020","11325.90","11478.50","11265.00","11403.65"
"05 Aug 2020","11397.70","11413.85","11239.05","11263.75"
"04 Aug 2020","11179.50","11337.70","11056.95","11316.95"
"03 Aug 2020","11176.30","11389.95","11090.65","11128.40"
"31 Jul 2020","10801.05","11194.45","10780.45","11148.90"
"30 Jul 2020","10505.30","10788.30","10493.55","10766.05"
"29 Jul 2020","10176.40","10469.10","10166.10","10441.15"
"28 Jul 2020","10065.45","10168.55","10033.30","10128.05"
"27 Jul 2020","10247.40","10265.55","9994.80","10062.05"
"24 Jul 2020","10382.35","10476.00","10192.20","10237.95"
"23 Jul 2020","10237.95","10335.30","10207.75","10322.15"
"22 Jul 2020","10199.75","10355.50","10110.05","10175.20"
"21 Jul 2020","10355.85","10381.30","10133.25","10153.80"
"20 Jul 2020","10495.15","10495.15","10283.25","10304.60"
"17 Jul 2020","10394.80","10497.15","10347.05","10472.15"
"16 Jul 2020","10234.85","10398.50","10166.75","10382.30"
"15 Jul 2020","10192.30","10261.20","10157.30","10210.75"
"14 Jul 2020","10132.60","10203.55","10105.30","10155.05"
"13 Jul 2020","10171.85","10185.35","10065.95","10106.60"
"10 Jul 2020","9998.55","10161.15","9982.55","10072.25"
"09 Jul 2020","10000.90","10039.70","9955.35","9987.55"
"08 Jul 2020","9920.85","10035.85","9909.95","9948.50"
"07 Jul 2020","9924.70","10000.95","9866.95","9878.00"
"06 Jul 2020","10002.25","10012.95","9852.30","9901.25"
"03 Jul 2020","10020.00","10046.10","9927.60","9963.40"
"02 Jul 2020","9845.35","9976.15","9832.65","9943.65"
"01 Jul 2020","10004.65","10006.60","9844.50","9882.85"
"30 Jun 2020","10189.45","10198.40","9956.15","9985.15"
"29 Jun 2020","10132.75","10264.90","10115.30","10135.90"
"26 Jun 2020","10239.10","10285.20","10100.25","10137.85"
"25 Jun 2020","10075.55","10239.60","10040.60","10193.15"
"24 Jun 2020","10393.35","10404.35","10088.60","10110.50"
"23 Jun 2020","10300.10","10385.20","10217.90","10360.80"
"22 Jun 2020","10223.05","10291.45","10102.30","10218.35"
"19 Jun 2020","10022.90","10098.85","9982.45","10002.15"
"18 Jun 2020","9991.75","10050.20","9953.05","9975.30"
"17 Jun 2020","9956.70","10020.25","9915.20","9977.20"
"16 Jun 2020","10063.25","10092.35","9800.05","9926.40"
"15 Jun 2020","10020.75","10171.80","9894.70","9989.05"
"12 Jun 2020","9690.90","9997.50","9687.95","9982.80"
"11 Jun 2020","10097.85","10177.35","9893.80","9933.40"
"10 Jun 2020","10159.10","10237.05","10070.80","10149.25"
"09 Jun 2020","9950.50","10227.90","9948.75","10122.05"
"08 Jun 2020","10158.85","10158.85","9883.70","9939.10"
"05 Jun 2020","10161.40","10234.80","10061.95","10081.30"
"04 Jun 2020","9880.85","10114.10","9869.60","10077.85"
"03 Jun 2020","9914.80","9980.85","9835.05","9864.05"
"02 Jun 2020","9869.65","10047.30","9814.45","9833.60"
"01 Jun 2020","9844.20","9872.40","9677.95","9802.10"
"29 May 2020","9459.25","9812.90","9432.60","9768.60"
"28 May 2020","9488.95","9507.55","9362.05","9464.50"
"27 May 2020","9528.75","9537.80","9416.80","9463.70"
"26 May 2020","9624.30","9679.85","9454.75","9483.50"
"22 May 2020","9502.30","9619.60","9427.20","9600.65"
"21 May 2020","9475.20","9549.40","9436.05","9520.55"
"20 May 2020","9098.70","9495.50","9074.60","9456.80"
"19 May 2020","9149.45","9231.50","9044.05","9084.60"
"18 May 2020","9097.60","9201.45","8999.85","9092.65"
"15 May 2020","9177.35","9211.00","9065.65","9093.00"
"14 May 2020","9146.10","9279.65","9103.80","9172.20"
"13 May 2020","9447.95","9447.95","9131.15","9147.75"
"12 May 2020","9291.10","9368.05","9142.80","9246.65"
"11 May 2020","9413.25","9416.50","9281.70","9307.30"
"08 May 2020","9275.90","9385.60","9230.35","9343.35"
"07 May 2020","9283.20","9373.55","9128.95","9148.10"
"06 May 2020","9229.85","9289.90","9128.05","9227.15"
"05 May 2020","9493.70","9503.75","9157.35","9181.50"
"04 May 2020","9181.60","9507.45","9140.15","9364.60"
"30 Apr 2020","9522.55","9556.50","9253.90","9327.10"
"29 Apr 2020","9453.30","9498.15","9339.75","9385.45"
"28 Apr 2020","9699.25","9701.00","9352.00","9386.20"
"27 Apr 2020","9590.50","9753.50","9557.40","9602.05"
"24 Apr 2020","9358.40","9638.70","9305.60","9518.45"
"23 Apr 2020","9400.15","9580.85","9358.35","9388.90"
"22 Apr 2020","9369.40","9513.00","9305.75","9377.00"
"21 Apr 2020","9031.85","9561.35","8999.95","9381.65"
"20 Apr 2020","9176.70","9212.55","9004.75","9149.20"
"17 Apr 2020","9429.50","9454.10","9066.10","9157.75"
"16 Apr 2020","9040.90","9251.05","8989.80","9199.30"
"15 Apr 2020","9265.40","9382.15","8889.20","9038.80"
"13 Apr 2020","9000.25","9229.60","8852.00","9044.35"
"09 Apr 2020","8739.50","9032.40","8706.40","8800.45"
"08 Apr 2020","8122.90","8564.85","8056.30","8412.20"
"07 Apr 2020","7729.25","8159.75","7569.85","8124.85"
"03 Apr 2020","7019.85","7452.80","6956.20","7361.60"
"01 Apr 2020","7206.20","7208.25","6991.60","7026.70"
"31 Mar 2020","7074.20","7224.35","6951.40","7176.50"
"30 Mar 2020","6708.70","6970.50","6608.80","6896.00"
"27 Mar 2020","6924.60","7058.80","6697.95","6813.05"
"26 Mar 2020","6845.25","6963.25","6743.05","6775.00"
"25 Mar 2020","6539.60","6746.30","6538.55","6695.55"
"24 Mar 2020","6589.45","6828.30","6532.65","6611.05"
"23 Mar 2020","6518.00","6850.55","6380.10","6432.30"
"20 Mar 2020","6740.25","7088.15","6728.75","6951.90"
"19 Mar 2020","6489.50","6871.40","6332.00","6655.50"
"18 Mar 2020","7135.05","7145.40","6666.85","6705.75"
"17 Mar 2020","7014.50","7289.65","6927.05","6979.10"
"16 Mar 2020","7075.35","7406.05","6909.65","6959.35"
"13 Mar 2020","6558.25","7469.70","6242.85","7268.00"
"12 Mar 2020","7408.40","7423.95","6868.70","6942.55"
"11 Mar 2020","7754.75","7779.10","7596.35","7623.05"
"09 Mar 2020","7921.25","7999.30","7698.25","7756.45"
"06 Mar 2020","7863.10","8057.95","7860.60","8018.30"
"05 Mar 2020","8125.90","8281.70","8122.60","8146.00"
"04 Mar 2020","7970.00","8131.85","7840.85","8086.55"
"03 Mar 2020","7606.80","7966.15","7603.15","7920.60"
"02 Mar 2020","7675.55","7768.00","7463.05","7535.10"
"28 Feb 2020","7751.45","7786.60","7559.00","7576.75"
"27 Feb 2020","7824.50","7903.55","7740.95","7885.15"
"26 Feb 2020","7886.35","7931.70","7813.95","7839.20"
"25 Feb 2020","8153.85","8153.85","7898.35","7938.45"
"24 Feb 2020","8275.95","8281.95","8086.65","8115.55"
"20 Feb 2020","8401.55","8473.80","8348.75","8364.35"
"19 Feb 2020","8277.40","8390.40","8276.15","8378.65"
"18 Feb 2020","8190.85","8213.00","8068.20","8198.30"
"17 Feb 2020","8342.60","8377.35","8193.60","8204.85"
"14 Feb 2020","8349.90","8384.10","8294.20","8331.70"
"13 Feb 2020","8292.00","8351.55","8246.95","8335.70"
"12 Feb 2020","8341.70","8375.00","8238.95","8265.05"
"11 Feb 2020","8303.30","8359.50","8280.95","8324.65"
"10 Feb 2020","8340.15","8371.20","8235.00","8261.25"
"07 Feb 2020","8243.05","8363.30","8180.05","8341.85"
"06 Feb 2020","8194.00","8281.25","8176.60","8227.90"
"05 Feb 2020","8151.20","8185.00","8091.60","8125.60"
"04 Feb 2020","8002.65","8166.80","7967.80","8122.40"
"03 Feb 2020","8020.95","8122.00","7944.90","7967.55"
"01 Feb 2020","8129.30","8209.85","7975.90","8013.75"
"31 Jan 2020","8256.20","8299.35","8122.95","8138.60"
"30 Jan 2020","8426.25","8438.20","8207.60","8237.05"
"29 Jan 2020","8446.20","8492.45","8361.25","8412.80"
"28 Jan 2020","8427.80","8513.15","8395.65","8420.25"
"27 Jan 2020","8270.05","8471.80","8240.10","8416.35"
"24 Jan 2020","8291.75","8349.25","8273.95","8294.05"
"23 Jan 2020","8245.95","8322.45","8208.55","8300.20"
"22 Jan 2020","8295.00","8372.30","8245.45","8256.65"
"21 Jan 2020","8249.15","8313.45","8214.55","8274.20"
"20 Jan 2020","8353.70","8375.20","8251.00","8269.35"
"17 Jan 2020","8208.30","8371.60","8200.00","8345.30"
"16 Jan 2020","8188.05","8223.85","8175.35","8203.10"
"15 Jan 2020","8135.75","8178.85","8080.35","8166.20"
"14 Jan 2020","8104.15","8136.40","8081.30","8117.00"
"13 Jan 2020","8082.30","8141.30","8042.65","8078.45"
"10 Jan 2020","8048.55","8171.20","8044.35","8058.50"
"09 Jan 2020","8057.80","8090.95","8015.15","8033.15"
"08 Jan 2020","7975.70","8041.60","7960.05","7996.15"
"07 Jan 2020","8014.10","8087.65","7973.95","8036.50"
"06 Jan 2020","8076.85","8085.50","7943.15","7987.35"
"03 Jan 2020","8053.00","8189.80","8026.30","8111.95"
"02 Jan 2020","8056.75","8102.40","8027.15","8053.95"
"01 Jan 2020","8060.30","8076.65","8018.95","8047.10"
"31 Dec 2019","8082.20","8121.45","8028.55","8040.15"
"30 Dec 2019","8086.55","8125.05","8071.25","8083.10"
"27 Dec 2019","8013.75","8075.55","8010.35","8068.05"
"26 Dec 2019","8079.65","8097.75","7985.75","7997.60"
"24 Dec 2019","8060.40","8083.25","8020.85","8073.80"
"23 Dec 2019","8043.05","8096.00","8020.80","8051.50"
"20 Dec 2019","8059.60","8090.15","8038.80","8049.45"
"19 Dec 2019","8087.50","8128.00","8024.65","8073.05"
"18 Dec 2019","8013.45","8100.40","7988.20","8091.10"
"17 Dec 2019","8037.35","8068.2","7973.7","7999.60"
"16 Dec 2019","8017.95","8091.30","7990.10","8025.85"
"13 Dec 2019","8050.60","8066.00","7947.80","8045.05"
"12 Dec 2019","7991.15","8073.60","7973.85","8045.35"
"11 Dec 2019","7958.4","7980.9","7909.9","7967.85"
"10 Dec 2019","7983.75","8016.95","7926","7940.50"
"09 Dec 2019","7987.5","8043.55","7936.7","7960.35"
"06 Dec 2019","8091.20","8152.25","7942.00","7957.55"
"05 Dec 2019","8104.35","8115.25","8030.15","8051.85"
"04 Dec 2019","8032","8132.05","8021.8","8121.50"
"03 Dec 2019","8167.6","8172.3","8027.05","8044.85"
"02 Dec 2019","8195.45","8198.95","8056.20","8128.95"
"29 Nov 2019","8286.25","8320.25","8159.20","8189.95"
"28 Nov 2019","8247.10","8288.55","8216.75","8273.65"
"27 Nov 2019","8178.25","8267.65","8165.20","8246.10"
"26 Nov 2019","8242.80","8298.40","8132.25","8177.85"
"25 Nov 2019","8072.15","8226.80","8047.80","8211.55"
"22 Nov 2019","8076.70","8162.10","7995.05","8067.20"
"21 Nov 2019","8107.80","8153.00","8058.45","8068.95"
"20 Nov 2019","7866.00","8187.10","7843.65","8107.60"
"19 Nov 2019","7839.65","7881.90","7823.75","7851.45"
"18 Nov 2019","7757.95","7881.05","7750.95","7816.55"
"15 Nov 2019","7620.45","7769.30","7554.50","7720.60"
"14 Nov 2019","7634.40","7655.60","7553.05","7591.45"
"13 Nov 2019","7795.30","7853.00","7642.00","7660.45"
"11 Nov 2019","7728.55","7807.60","7675.00","7784.90"
"08 Nov 2019","7955.55","7958.15","7771.00","7787.40"
"07 Nov 2019","7942.30","7982.00","7871.00","7966.00"
"06 Nov 2019","7877.00","8061.95","7861.65","7926.35"
"05 Nov 2019","7960.35","8003.85","7847.85","7879.55"
"04 Nov 2019","7983.60","8030.15","7925.25","7966.85"
"01 Nov 2019","7902.75","7979.55","7894.2","7949.45"
"31 Oct 2019","7840.65","7923.50","7829.55","7878.15"
"30 Oct 2019","7871.40","7871.40","7771.75","7819.35"
"29 Oct 2019","7745.60","7852.30","7722.25","7824.60"
"27 Oct 2019","7741.50","7776.75","7729.95","7743.55"
"25 Oct 2019","7719.45","7757.10","7591.70","7736.55"
"24 Oct 2019","7770.30","7800.25","7652.50","7728.15"
"23 Oct 2019","7760.65","7785.80","7711.95","7761.85"
"22 Oct 2019","7607.95","7799.40","7597.70","7746.15"
"18 Oct 2019","7530.65","7651.95","7500.50","7608.15"
"17 Oct 2019","7480.15","7545.35","7428.65","7533.45"
"16 Oct 2019","7448.05","7486.00","7387.90","7475.35"
"15 Oct 2019","7371.75","7434.05","7349.25","7420.65"
"14 Oct 2019","7296.05","7411.80","7281.85","7361.70"
"11 Oct 2019","7256.60","7292.70","7115.65","7278.45"
"10 Oct 2019","7200.25","7272.80","7130.50","7235.60"
"09 Oct 2019","7154.70","7256.10","7047.10","7235.60"
"07 Oct 2019","7396.80","7414.15","7126.55","7148.95"
"04 Oct 2019","7490.10","7525.15","7383.05","7396.90"
"03 Oct 2019","7418.80","7497.30","7323.30","7461.75"
"01 Oct 2019","7552.35","7601.40","7388.60","7466.45"
"30 Sep 2019","7688.15","7692.95","7509.10","7547.75"
"27 Sep 2019","7837.25","7842.95","7683.25","7695.30"
"26 Sep 2019","7818.70","7871.15","7788.60","7857.30"
"25 Sep 2019","7860.90","7887.50","7759.75","7789.70"
"24 Sep 2019","7831.00","7976.15","7773.85","7891.95"
"23 Sep 2019","8063.1","8073.7","7802.3","7857.25"
"20 Sep 2019","7839.55","8018.4","7745.55","7983.55"
"19 Sep 2019","7922.40","7938.75","7777.75","7799.60"
"18 Sep 2019","7973.95","7984.05","7882.55","7923.45"
"17 Sep 2019","8082.05","8106.00","7919.20","7933.85"
"16 Sep 2019","8005.30","8119.40","7978.15","8070.65"
"13 Sep 2019","8141.40","8141.70","7974.65","8033.05"
"12 Sep 2019","8113.25","8168.50","8040.25","8102.15"
